iter	MultiClass
663	0.1968041559
664	0.1966067319
665	0.1964506693
666	0.1962225249
667	0.1959423669
668	0.1957266971
669	0.1955511913
670	0.1952755535
671	0.1950351792
672	0.194626439
673	0.194469224
674	0.1942829007
675	0.1939397713
676	0.1937478098
677	0.1936062662
678	0.1934577938
679	0.193293027
680	0.1931779612
681	0.1929004611
682	0.1927667962
683	0.1924519327
684	0.1923224261
685	0.1920988046
686	0.1919700539
687	0.1917481491
688	0.1914914824
689	0.1913288997
690	0.1911076472
691	0.1909119791
692	0.1907321281
693	0.1905540379
694	0.190349822
695	0.190248989
696	0.1900807833
697	0.1898735673
698	0.1896720665
699	0.1895704932
700	0.1893431711
701	0.1891434922
702	0.1889176404
703	0.1887236919
704	0.188631445
705	0.1884848765
706	0.1883028975
707	0.1881030818
708	0.1880095132
709	0.1878265558
710	0.1877049516
711	0.187499798
712	0.1872463201
713	0.1870897096
714	0.1869096066
715	0.1866915187
716	0.1864039987
717	0.1862235521
718	0.1860194627
719	0.1858352114
720	0.1855329465
721	0.1853011677
722	0.1850685199
723	0.1848705049
724	0.1847229269
725	0.1845343597
726	0.1843358135
727	0.1841742451
728	0.1841026463
729	0.183949251
730	0.1836103085
731	0.1834952663
732	0.1832644569
733	0.1830542262
734	0.182860073
735	0.182643066
736	0.1824047022
737	0.1822486592
738	0.1820593318
739	0.1818317728
740	0.1816931106
741	0.1814314204
742	0.181294915
743	0.181092081
744	0.1808556751
745	0.1807111624
746	0.1805319116
747	0.1803435275
748	0.1802523992
749	0.180136717
750	0.1798910676
751	0.1796440947
752	0.1795207824
753	0.1793414056
754	0.1791614938
755	0.1789265531
756	0.1788047979
757	0.1786551387
758	0.178459417
759	0.1783882916
760	0.1782109187
761	0.178050478
762	0.1777511434
763	0.1775757896
764	0.1773920133
765	0.1772163281
766	0.177031217
767	0.176761634
768	0.1765440685
769	0.1763424175
770	0.176172447
771	0.1760323691
772	0.1758111238
773	0.1757108447
774	0.1755349023
775	0.1753473442
776	0.1751754945
777	0.1750539302
778	0.1749079603
779	0.1746959665
780	0.174470467
781	0.1742899056
782	0.1741737832
783	0.1739869773
784	0.1738462265
785	0.1736789162
786	0.1734411659
787	0.1731676364
788	0.1729813639
789	0.1728353952
790	0.1727035727
791	0.1725075428
792	0.1723356768
793	0.1719963865
794	0.1718394372
795	0.1716072496
796	0.1713930985
797	0.171266318
798	0.171076902
799	0.1709205084
800	0.1707459992
801	0.1705089147
802	0.1703408727
803	0.170230715
804	0.1700576996
805	0.1698448116
806	0.1697104938
807	0.1696276603
808	0.1694468131
809	0.1693428817
810	0.1692305502
811	0.1690445835
812	0.1688589068
813	0.1686541653
814	0.1683993964
815	0.1682160096
816	0.1680390987
817	0.1678885578
818	0.1677060704
819	0.1676166253
820	0.1675000835
821	0.1673323823
822	0.1671075311
823	0.1668628037
824	0.1666929077
825	0.1665929435
826	0.1664268429
827	0.1663085754
828	0.166199806
829	0.1659826561
830	0.1658494638
831	0.1656398244
832	0.1655221922
833	0.1653938924
834	0.1651712624
835	0.1649602719
836	0.1648262441
837	0.1647823979
838	0.1646380486
839	0.1644885256
840	0.1643324616
841	0.1641595639
842	0.1640344118
843	0.1638183465
844	0.1637394828
845	0.1635678495
846	0.1634409413
847	0.1631495223
848	0.1629224268
849	0.1627609985
850	0.1626596431
851	0.1625423764
852	0.1624629806
853	0.1621554472
854	0.1619725739
855	0.1616936657
856	0.1614590837
857	0.1613084926
858	0.1612220176
859	0.1610929018
860	0.1609613171
861	0.1607235115
862	0.1606017978
863	0.160542489
864	0.1604165693
865	0.1602984836
866	0.1602232855
867	0.16009665
868	0.1599649677
869	0.1597365429
870	0.1596241323
871	0.159516495
872	0.1593500082
873	0.1592561712
874	0.1591822167
875	0.1590609514
876	0.1588739369
877	0.1587296415
878	0.1585757424
879	0.1583686152
880	0.1581433166
881	0.1579057201
882	0.1576485558
883	0.157552998
884	0.1574473637
885	0.1572572588
886	0.1571298404
887	0.1570129047
888	0.1568461642
889	0.156628788
890	0.156457937
891	0.1563156231
892	0.1561460043
893	0.1560300341
894	0.1558558668
895	0.155775616
896	0.1555455748
897	0.1554247532
898	0.1553191156
899	0.1550937483
900	0.154990713
901	0.1548972492
902	0.1547620516
903	0.1546193267
904	0.1544864953
905	0.1543508585
906	0.1542833056
907	0.1541926836
908	0.154063248
909	0.1539248285
910	0.1537909179
911	0.1536844852
912	0.1535640945
913	0.1534133918
914	0.1532433076
915	0.1531111799
916	0.1529938136
917	0.1528884341
918	0.1527561648
919	0.1525454275
920	0.1524389452
921	0.1522105479
922	0.1519774624
923	0.1518278728
924	0.1517156399
925	0.151649236
926	0.15147779
927	0.1513797532
928	0.1512275357
929	0.1510333816
930	0.1508372108
931	0.1507192934
932	0.1506106078
933	0.1505259707
934	0.1503945817
935	0.1502442708
936	0.1500846199
937	0.1498775905
938	0.1498083081
939	0.1496215177
940	0.1494290146
941	0.1493456134
942	0.14916592
943	0.1490572231
944	0.1489326815
945	0.1487396006
946	0.1486087904
947	0.1484593169
948	0.1483557506
949	0.1482340185
950	0.1481347944
951	0.1479814492
952	0.1478291247
953	0.1477131488
954	0.1475626874
955	0.1473987144
956	0.1472376372
957	0.1471609956
958	0.1470457864
959	0.1469359024
960	0.146790552
961	0.146597024
962	0.1465154476
963	0.1463981588
964	0.1463271991
965	0.1462268743
966	0.146130991
967	0.1460392099
968	0.1459017856
969	0.1458101786
970	0.1456817682
971	0.1455326267
972	0.1453875238
973	0.1452166139
974	0.1451100886
975	0.1449790029
976	0.1448420045
977	0.1446031307
978	0.1444723293
979	0.1443870647
980	0.1442580576
981	0.1441355745
982	0.1440191531
983	0.1439053031
984	0.1437543593
985	0.1436879336
986	0.1435680338
987	0.1434811408
988	0.1433469519
989	0.1432392659
990	0.1430851069
991	0.1429521621
992	0.1428744665
993	0.142801765
994	0.142684448
995	0.142510331
996	0.1424037322
